risk_score,risk_severity,vuln_id,aliases,component,version,version_confirmed,type,source_layer,ecosystem,min_depth,dependents,cvss_base,cvss_source,depth_weight,fanin_factor,summary,reference
4.2,MEDIUM,DEBIAN-CVE-2020-6096,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with...,https://security-tracker.debian.org/tracker/CVE-2020-6096
4.2,MEDIUM,DEBIAN-CVE-2021-27645,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resultin...",https://security-tracker.debian.org/tracker/CVE-2021-27645
4.2,MEDIUM,DEBIAN-CVE-2021-3326,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts ...",https://security-tracker.debian.org/tracker/CVE-2021-3326
4.2,MEDIUM,DEBIAN-CVE-2021-33574,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free. It may use the notification thread attributes object (passed through its struct sigevent paramet...,https://security-tracker.debian.org/tracker/CVE-2021-33574
4.2,MEDIUM,DEBIAN-CVE-2021-35942,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The wordexp function in the GNU C Library (aka glibc) through 2.33 may crash or read arbitrary memory in parse_param (in posix/wordexp.c) when called with an untrusted, crafted pattern, potentially...",https://security-tracker.debian.org/tracker/CVE-2021-35942
4.2,MEDIUM,DEBIAN-CVE-2021-3998,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A flaw was found in glibc. The realpath() function can mistakenly return an unexpected value, potentially leading to information leakage and disclosure of sensitive data.",https://security-tracker.debian.org/tracker/CVE-2021-3998
4.2,MEDIUM,DEBIAN-CVE-2021-3999,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,A flaw was found in glibc. An off-by-one buffer overflow and underflow in getcwd() may lead to memory corruption when the size of the buffer is exactly 1. A local attacker who can control the input...,https://security-tracker.debian.org/tracker/CVE-2021-3999
4.2,MEDIUM,DEBIAN-CVE-2021-43396,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"In iconvdata/iso-2022-jp-3.c in the GNU C Library (aka glibc) 2.34, remote attackers can force iconv() to emit a spurious '\0' character via crafted ISO-2022-JP-3 data that is accompanied by an int...",https://security-tracker.debian.org/tracker/CVE-2021-43396
4.2,MEDIUM,DEBIAN-CVE-2022-23218,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The deprecated compatibility function svcunix_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its path argument on the stack without validating its length, which ma...",https://security-tracker.debian.org/tracker/CVE-2022-23218
4.2,MEDIUM,DEBIAN-CVE-2022-23219,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka glibc) through 2.34 copies its hostname argument on the stack without validating its length, which m...",https://security-tracker.debian.org/tracker/CVE-2022-23219
4.2,MEDIUM,DEBIAN-CVE-2023-4527,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A flaw was found in glibc. When the getaddrinfo function is called with the AF_UNSPEC address family and the system is configured with no-aaaa mode via /etc/resolv.conf, a DNS response via TCP larg...",https://security-tracker.debian.org/tracker/CVE-2023-4527
4.2,MEDIUM,DEBIAN-CVE-2023-4806,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A flaw has been identified in glibc. In an extremely rare situation, the getaddrinfo function may access memory that has been freed, resulting in an application crash. This issue is only exploitabl...",https://security-tracker.debian.org/tracker/CVE-2023-4806
4.2,MEDIUM,DEBIAN-CVE-2023-4813,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A flaw has been identified in glibc. In an uncommon situation, the gaih_inet function may use memory that has been freed, resulting in an application crash. This issue is only exploitable when the ...",https://security-tracker.debian.org/tracker/CVE-2023-4813
4.2,MEDIUM,DEBIAN-CVE-2023-4911,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,A buffer overflow was discovered in the GNU C Library's dynamic loader ld.so while processing the GLIBC_TUNABLES environment variable. This issue could allow a local attacker to use maliciously cra...,https://security-tracker.debian.org/tracker/CVE-2023-4911
4.2,MEDIUM,DEBIAN-CVE-2023-5156,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A flaw was found in the GNU C Library. A recent fix for CVE-2023-4806 introduced the potential for a memory leak, which may result in an application crash.",https://security-tracker.debian.org/tracker/CVE-2023-5156
4.2,MEDIUM,DEBIAN-CVE-2023-6246,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,A heap-based buffer overflow was found in the __vsyslog_internal function of the glibc library. This function is called by the syslog and vsyslog functions. This issue occurs when the openlog funct...,https://security-tracker.debian.org/tracker/CVE-2023-6246
4.2,MEDIUM,DEBIAN-CVE-2023-6779,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,An off-by-one heap-based buffer overflow was found in the __vsyslog_internal function of the glibc library. This function is called by the syslog and vsyslog functions. This issue occurs when these...,https://security-tracker.debian.org/tracker/CVE-2023-6779
4.2,MEDIUM,DEBIAN-CVE-2023-6780,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,An integer overflow was found in the __vsyslog_internal function of the glibc library. This function is called by the syslog and vsyslog functions. This issue occurs when these functions are called...,https://security-tracker.debian.org/tracker/CVE-2023-6780
4.2,MEDIUM,DEBIAN-CVE-2024-2961,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The iconv() function in the GNU C Library versions 2.39 and older may overflow the output buffer passed to it by up to 4 bytes when converting strings to the ISO-2022-CN-EXT character set, which ma...",https://security-tracker.debian.org/tracker/CVE-2024-2961
4.2,MEDIUM,DEBIAN-CVE-2024-33599,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,nscd: Stack-based buffer overflow in netgroup cache  If the Name Service Cache Daemon's (nscd) fixed size cache is exhausted by client requests then a subsequent client request for netgroup data ma...,https://security-tracker.debian.org/tracker/CVE-2024-33599
4.2,MEDIUM,DEBIAN-CVE-2024-33600,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"nscd: Null pointer crashes after notfound response  If the Name Service Cache Daemon's (nscd) cache fails to add a not-found netgroup response to the cache, the client request can result in a null ...",https://security-tracker.debian.org/tracker/CVE-2024-33600
4.2,MEDIUM,DEBIAN-CVE-2024-33601,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,nscd: netgroup cache may terminate daemon on memory allocation failure  The Name Service Cache Daemon's (nscd) netgroup cache uses xmalloc or xrealloc and these functions may terminate the process ...,https://security-tracker.debian.org/tracker/CVE-2024-33601
4.2,MEDIUM,DEBIAN-CVE-2024-33602,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,nscd: netgroup cache assumes NSS callback uses in-buffer strings  The Name Service Cache Daemon's (nscd) netgroup cache can corrupt memory when the NSS callback does not store all strings in the pr...,https://security-tracker.debian.org/tracker/CVE-2024-33602
4.2,MEDIUM,DEBIAN-CVE-2025-0395,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"When the assert() function in the GNU C Library versions 2.13 to 2.40 fails, it does not allocate enough space for the assertion failure message string and size information, which may lead to a buf...",https://security-tracker.debian.org/tracker/CVE-2025-0395
4.2,MEDIUM,DEBIAN-CVE-2025-15281,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Calling wordexp with WRDE_REUSE in conjunction with WRDE_APPEND in the GNU C Library version 2.0 to version 2.42 may cause the interface to return uninitialized memory in the we_wordv member, which...",https://security-tracker.debian.org/tracker/CVE-2025-15281
4.2,MEDIUM,DEBIAN-CVE-2025-4802,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Untrusted LD_LIBRARY_PATH environment variable vulnerability in the GNU C Library version 2.27 to 2.38 allows attacker controlled loading of dynamically shared library in statically compiled setuid...,https://security-tracker.debian.org/tracker/CVE-2025-4802
4.2,MEDIUM,DEBIAN-CVE-2025-5702,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The strcmp implementation optimized for the Power10 processor in the GNU C Library version 2.39 and later writes to vector registers v20 to v31 without saving contents from the caller (those regist...,https://security-tracker.debian.org/tracker/CVE-2025-5702
4.2,MEDIUM,DEBIAN-CVE-2025-5745,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The strncmp implementation optimized for the Power10 processor in the GNU C Library version 2.40 and later writes to vector registers v20 to v31 without saving contents from the caller (those regis...,https://security-tracker.debian.org/tracker/CVE-2025-5745
4.2,MEDIUM,DEBIAN-CVE-2025-8058,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The regcomp function in the GNU C library version from 2.4 to 2.41 is  subject to a double free if some previous allocation fails. It can be  accomplished either by a malloc failure or by using an ...,https://security-tracker.debian.org/tracker/CVE-2025-8058
4.2,MEDIUM,DEBIAN-CVE-2026-0861,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Passing too large an alignment to the memalign suite of functions (memalign, posix_memalign, aligned_alloc) in the GNU C Library version 2.30 to 2.42 may result in an integer overflow, which could ...",https://security-tracker.debian.org/tracker/CVE-2026-0861
4.2,MEDIUM,DEBIAN-CVE-2026-0915,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Calling getnetbyaddr or getnetbyaddr_r with a configured nsswitch.conf that specifies the library's DNS backend for networks and queries for a zero-valued network in the GNU C Library version 2.0 t...,https://security-tracker.debian.org/tracker/CVE-2026-0915
4.2,MEDIUM,DEBIAN-CVE-2026-3904,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Calling NSS-backed functions that support caching via nscd may call the  nscd client side code and in the GNU C Library version 2.36 under high  load on x86_64 systems, the client may call memcmp o...",https://security-tracker.debian.org/tracker/CVE-2026-3904
4.2,MEDIUM,DEBIAN-CVE-2026-4046,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The iconv() function in the GNU C Library versions 2.43 and earlier may crash due to an assertion failure when converting inputs from the IBM1390 or IBM1399 character sets, which may be used to rem...",https://security-tracker.debian.org/tracker/CVE-2026-4046
4.2,MEDIUM,DEBIAN-CVE-2026-4437,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Calling gethostbyaddr or gethostbyaddr_r with a configured nsswitch.conf that specifies the library's DNS backend in the GNU C Library version 2.34 to version 2.43 could, with a crafted response fr...",https://security-tracker.debian.org/tracker/CVE-2026-4437
4.2,MEDIUM,DEBIAN-CVE-2026-4438,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Calling gethostbyaddr or gethostbyaddr_r with a configured nsswitch.conf that specifies the library's DNS backend in the GNU C library version 2.34 to version 2.43 could result in an invalid DNS ho...,https://security-tracker.debian.org/tracker/CVE-2026-4438
4.2,MEDIUM,DEBIAN-CVE-2026-5435,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The deprecated functions ns_printrrf, ns_printrr and fp_nquery in the GNU C Library version 2.2 and newer fail to enforce the caller-supplied buffer length, and can result in an out-of-bounds write...",https://security-tracker.debian.org/tracker/CVE-2026-5435
4.2,MEDIUM,DEBIAN-CVE-2026-5450,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Calling the scanf family of functions with a %mc (malloc'd character match) in the GNU C Library version 2.7 to version 2.43 with a format width specifier with an explicit width greater than 1024 c...,https://security-tracker.debian.org/tracker/CVE-2026-5450
4.2,MEDIUM,DEBIAN-CVE-2026-5928,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Calling the ungetwc function on a FILE stream with wide characters encoded in a character set that has overlaps between its single byte and multi-byte character encodings, in the GNU C Library vers...",https://security-tracker.debian.org/tracker/CVE-2026-5928
4.2,MEDIUM,DEBIAN-CVE-2026-6238,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The deprecated functions ns_printrrf, ns_printrr and fp_nquery in the GNU C Library version 2.2 and newer fail to validate the RDATA content against the RDATA length in a DNS response when processi...",https://security-tracker.debian.org/tracker/CVE-2026-6238
4.2,MEDIUM,DLA-3152-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DLA-3807-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DLA-3850-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DLA-4143-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DLA-4181-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-149,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - integer overflow,
4.2,MEDIUM,DSA-1973-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - information disclosure,
4.2,MEDIUM,DSA-2058-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - several vulnerabilities,
4.2,MEDIUM,DSA-2122-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - local privilege escalation,
4.2,MEDIUM,DSA-2122-2,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - privilege escalation,
4.2,MEDIUM,DSA-282,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - integer overflow,
4.2,MEDIUM,DSA-3481-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-3887-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-5514-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-5611-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-5673-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-5678-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - security update,
4.2,MEDIUM,DSA-636-1,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,glibc - insecure temporary files,
3.3,LOW,PYSEC-2025-210,BIT-pytorch-2025-63396;CVE-2025-63396,torch,,False,python,python-import,PyPI,1,,3.3,cvss-lib(v3),1.0,1.0,"An issue was discovered in PyTorch v2.5 and v2.7.1. Omission of profiler.stop() can cause torch.profiler.profile (PythonTracer) to crash or hang during finalization, leading to a Denial of Service ...",http://pytorch.com
2.8,LOW,DEBIAN-CVE-2019-19126,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,3.3,cvss-lib(v3),0.85,1.0,"On the x86-64 architecture, the GNU C Library (aka glibc) before 2.31 fails to ignore the LD_PREFER_MAP_32BIT_EXEC environment variable during program execution after a security transition, allowin...",https://security-tracker.debian.org/tracker/CVE-2019-19126
2.3,LOW,GHSA-c678-jfcj-6jmf,BIT-pytorch-2025-2148;CVE-2025-2148;PYSEC-2025-189,torch,,False,python,python-import,PyPI,1,,2.3,cvss-lib(v4),1.0,1.0,PyTorch Tuple Handler is Vulnerable to Memory Corruption through Manipulation of None Argument,https://nvd.nist.gov/vuln/detail/CVE-2025-2148
2.0,LOW,GHSA-x3gm-94wq-g975,BIT-pytorch-2025-2149;CVE-2025-2149;PYSEC-2025-190,torch,,False,python,python-import,PyPI,1,,2.0,cvss-lib(v4),1.0,1.0,PyTorch: Manipulation of the argument scale/zero_point leads to improper initialization via Quantized Sigmoid Module,https://nvd.nist.gov/vuln/detail/CVE-2025-2149
2.0,LOW,PYSEC-2025-190,BIT-pytorch-2025-2149;CVE-2025-2149;GHSA-x3gm-94wq-g975,torch,,False,python,python-import,PyPI,1,,2.0,cvss-lib(v4),1.0,1.0,A vulnerability was found in PyTorch 2.6.0+cu124. It has been rated as problematic. Affected by this issue is the function nnq_Sigmoid of the component Quantized Sigmoid Module. The manipulation of...,https://vuldb.com/?id.299060
1.9,LOW,GHSA-3749-ghw9-m3mg,BIT-pytorch-2025-2953;CVE-2025-2953;PYSEC-2025-191,torch,,False,python,python-import,PyPI,1,,1.9,cvss-lib(v4),1.0,1.0,PyTorch susceptible to local Denial of Service,https://nvd.nist.gov/vuln/detail/CVE-2025-2953
1.9,LOW,GHSA-qfhq-4f3w-5fph,BIT-pytorch-2025-3001;CVE-2025-3001;PYSEC-2025-195,torch,,False,python,python-import,PyPI,1,,1.9,cvss-lib(v4),1.0,1.0,PyTorch is vulnerable to memory corruption through its torch.lstm_cell function,https://nvd.nist.gov/vuln/detail/CVE-2025-3001
1.9,LOW,GHSA-rrmf-rvhw-rf47,BIT-pytorch-2025-3000;CVE-2025-3000;PYSEC-2025-194,torch,,False,python,python-import,PyPI,1,,1.9,cvss-lib(v4),1.0,1.0,PyTorch is vulnerable to memory corruption through its torch.jit.script function,https://nvd.nist.gov/vuln/detail/CVE-2025-3000
